7.501134032999999590e+02,1.300853029257259194e-03
7.502799072000000251e+02,1.421383684243818094e-03
7.504464722000000165e+02,-1.441643199585365860e-03
7.506129760999999689e+02,-7.620352532091961145e-04
7.507795409999999947e+02,-1.584967286990459777e-04
7.509460448999999471e+02,1.690764522923111478e-03
7.511126099000000522e+02,-3.110134019292605349e-03
7.512791747999999643e+02,-5.019516876188756223e-04
7.514456787000000304e+02,-3.423877563215379281e-06
7.516122437000000218e+02,1.219118755886554675e-03
7.517788086000000476e+02,-5.962270327772047334e-04
7.519453734999999597e+02,-1.706189703545941223e-03
7.521119384999999511e+02,-2.062824214294052549e-03
7.522785033999999769e+02,1.502121966127732645e-03
7.524451294000000416e+02,-1.307256196122722576e-03
7.526116942999999537e+02,8.013050299428501602e-04
7.527782592999999451e+02,-1.611919783698653784e-03
7.529448853000000099e+02,2.521171049250396732e-03
7.531114502000000357e+02,8.592470314685985550e-05
7.532780761999999868e+02,1.393633210055617456e-03
7.534447020999999722e+02,-1.278451473699971936e-03
7.536112670999999636e+02,1.154649836049264537e-03
7.537778931000000284e+02,-1.891964241680737808e-03
7.539445190000000139e+02,1.457836199933630530e-03
7.541111449999999650e+02,-1.033703349818167671e-03
7.542777710000000297e+02,7.435168610583440391e-04
7.544443969999999808e+02,-2.216891938003032799e-03
7.546110840000000053e+02,-2.207551118337369288e-03
7.547777099999999564e+02,5.889723070034081536e-04
7.549443359000000555e+02,1.463760621090936479e-04
7.551110228999999663e+02,-4.451924744506498451e-04
7.552776489000000311e+02,2.479375458960314006e-03
7.554443359000000555e+02,-8.011653994958663915e-06
7.556109619000000066e+02,5.402642136466044662e-04
7.557776489000000311e+02,-1.090855551396626658e-03
7.559443359000000555e+02,1.686896598902068467e-04
7.561110228999999663e+02,-2.904205493386943261e-03
7.562777099999999564e+02,1.069899151300850778e-03
7.564443969999999808e+02,-1.334696626955222346e-03
7.566110840000000053e+02,2.772869981858139786e-03
7.567777710000000297e+02,-9.541676330879886769e-05
7.569444580000000542e+02,-1.728340510692462362e-03
7.571112061000000040e+02,-3.782961702703555550e-03
7.572778931000000284e+02,2.657578228116241024e-03
7.574446411000000126e+02,-1.587841400872081615e-03
7.576113281000000370e+02,4.052260086697888580e-04
