7.162432860999999775e+02,1.903864242658824882e-02,3.929157974000000082e-04,-1.438543694999999960e-04,-1.121672176000000019e-04,2.261532702999999919e-03
7.164088134999999511e+02,-3.072573032592947756e-02,-2.652791794000000127e-03,-9.338342933999999648e-04,-1.165563706000000100e-03,-2.129792933999999881e-03
7.165743407999999590e+02,-6.597549616564829869e-03,5.393440370000000469e-04,7.924181409000000294e-04,1.848320710000000066e-03,-8.416707278000000458e-04
7.167398682000000463e+02,-1.790763392302625878e-02,-5.442249821000000104e-04,-1.167902489999999953e-03,-3.755163343000000094e-04,-1.017323812000000107e-03
7.169053955000000542e+02,7.728558122703348306e-03,-4.270823847000000065e-04,5.583500024000000042e-04,1.146056340000000057e-03,2.173706191000000180e-03
7.170709838999999874e+02,1.376060273385168974e-02,-2.272078301999999952e-03,3.242818930000000038e-04,-6.973874988000000521e-04,-8.709462708999999615e-04
7.172365111999999954e+02,-2.827521262769765956e-03,1.681484397999999944e-03,1.114261801999999902e-03,-8.729535620999999976e-04,4.757269344000000203e-04
7.174020996000000423e+02,1.300659706309267687e-02,-4.563680558999999798e-04,1.194722717999999981e-04,4.876835646000000392e-06,-1.105150324000000062e-03
7.175676879999999755e+02,1.300659706309267687e-02,8.322005742000000011e-04,-1.438543694999999960e-04,3.560089971999999808e-04,2.173706191000000180e-03
7.177332152999999835e+02,2.054665376810627456e-02,-1.657079672000000021e-03,-7.290247013000000515e-04,1.292361411999999989e-03,-1.683341542999999873e-04
7.178988037000000304e+02,5.598491877104969788e-02,-1.217794953999999999e-03,5.876085488000000077e-04,4.437920288000000188e-04,-1.310078776000000046e-03
7.180643920999999636e+02,6.974552451944335436e-03,-1.481365762000000103e-03,-2.023714042000000128e-04,-2.482309239000000164e-03,1.031961524999999930e-03
7.182299805000000106e+02,2.657870062083711460e-02,3.636301553000000054e-04,1.143520348999999990e-03,1.994625664999999815e-03,-1.515007344999999995e-03
7.183955687999999782e+02,-3.977379836473150104e-02,-1.803507912000000026e-03,8.801936638000000274e-04,3.267479768999999746e-04,-1.017323812000000107e-03
7.185611572000000251e+02,3.562676868540445851e-02,-1.042081043000000085e-03,2.694221679000000005e-03,-6.388654583000000177e-04,7.392065016999999679e-04
7.187267455999999584e+02,-1.941564526196775525e-02,-1.832793582999999935e-03,8.216766873000000328e-04,1.233839430000000046e-03,-1.807762425999999900e-03
7.188923949999999650e+02,5.146088475164867920e-02,-4.270823847000000065e-04,1.670173602000000037e-03,2.389649452999999908e-04,-4.903646768000000187e-04
