0.000000000000000000e+00,-1.493209572329993478e-05
4.408817635270541671e-03,-1.883788948423024140e-05
8.817635270541083342e-03,-1.982321259415391684e-05
1.322645290581162501e-02,-1.853669759818444554e-05
1.763527054108216668e-02,-1.562697704143530176e-05
2.204408817635270662e-02,-1.174268346901996827e-05
2.645290581162325003e-02,-7.532449426051916783e-06
3.086172344689379343e-02,-3.644907457644627945e-06
3.527054108216433337e-02,-7.286901089115866155e-07
3.967935871743487330e-02,6.238048336031067510e-07
4.408817635270541324e-02,6.183920382442539164e-07
4.849699398797596012e-02,5.396796412157979956e-08
5.290581162324650005e-02,-2.565004225562457385e-07
5.731462925851703999e-02,4.877640138830348322e-07
6.172344689378758686e-02,2.665593861324534333e-06
6.613226452905812680e-02,6.135985311723253448e-06
7.054108216432866674e-02,1.072589880471673258e-05
7.494989979959920667e-02,1.626121374186778783e-05
7.935871743486974661e-02,2.240120762360687300e-05
8.376753507014028655e-02,2.846029021795870286e-05
8.817635270541082648e-02,3.371010386032478737e-05
9.258517034068138030e-02,3.742230349615195174e-05
9.699398797595192023e-02,3.923514389928743038e-05
1.014028056112224602e-01,4.011278748985021666e-05
1.058116232464930001e-01,4.131905766707769193e-05
1.102204408817635400e-01,4.411777783020723076e-05
1.146292585170340800e-01,4.952027150236266583e-05
1.190380761523046199e-01,5.689573961485807707e-05
1.234468937875751737e-01,6.495672283119110807e-05
1.278557114228457137e-01,7.241402991820901152e-05
1.322645290581162536e-01,7.807529373250793510e-05
1.366733466933867935e-01,8.195775717151168886e-05
1.410821643286573335e-01,8.490090406910537596e-05
1.454909819639278734e-01,8.775993125946386891e-05
1.498997995991984133e-01,9.137190562538878439e-05
1.543086172344689533e-01,9.605026643459476797e-05
1.587174348697394932e-01,1.015176839344762434e-04
1.631262525050100332e-01,1.074652088410054312e-04
1.675350701402805731e-01,1.135841334775487859e-04
1.719438877755511130e-01,1.195921552579987617e-04
1.763527054108216530e-01,1.252567987519933343e-04
1.807615230460922207e-01,1.303511153216289952e-04
1.851703406813627606e-01,1.346481986697633821e-04
1.895791583166333005e-01,1.380903678540571931e-04
1.939879759519038405e-01,1.411737190639841897e-04
1.983967935871743804e-01,1.445074471953465805e-04
2.028056112224449203e-01,1.487007471439466013e-04
2.072144288577154603e-01,1.542519646323292800e-04
2.116232464929860002e-01,1.610100261145575159e-04
2.160320641282565401e-01,1.685880800525710235e-04
2.204408817635270801e-01,1.765989423205837109e-04
2.248496993987976200e-01,1.846612960549950261e-04
2.292585170340681600e-01,1.924586776548475528e-04
2.336673346693386999e-01,1.997149250450705514e-04
2.380761523046092398e-01,2.061544819533270517e-04
2.424849699398797798e-01,2.115241268797893521e-04
2.468937875751503475e-01,2.161160706354587203e-04
2.513026052104208596e-01,2.207861906293836672e-04
2.557114228456914273e-01,2.264163471368586008e-04
2.601202404809619395e-01,2.338786003352885331e-04
2.645290581162325072e-01,2.432493992550444322e-04
2.689378757515030194e-01,2.532349824400248082e-04
2.733466933867735871e-01,2.624061118809086933e-04
2.777555110220440993e-01,2.693341010038779299e-04
2.821643286573146669e-01,2.733054632751238293e-04
2.865731462925852346e-01,2.757266127696610309e-04
2.909819639278557468e-01,2.783948965502812856e-04
2.953907815631263145e-01,2.831076616797766152e-04
2.997995991983968267e-01,2.912505321319108602e-04
3.042084168336673944e-01,3.020329605955258500e-04
3.086172344689379066e-01,3.139480744304454056e-04
3.130260521042084743e-01,3.254885659737013072e-04
3.174348697394789864e-01,3.352743079324060167e-04
3.218436873747495541e-01,3.431745929693468195e-04
3.262525050100200663e-01,3.497678714908816983e-04
3.306613226452906340e-01,3.556407334470540168e-04
3.350701402805611462e-01,3.613748059940992885e-04
3.394789579158317139e-01,3.674480902307786147e-04
3.438877755511022261e-01,3.742404882432338420e-04
3.482965931863727937e-01,3.821280457739396766e-04
3.527054108216433059e-01,3.914794649630643311e-04
3.571142284569138736e-01,4.022045225117375179e-04
3.615230460921844413e-01,4.134909282037961867e-04
3.659318637274549535e-01,4.244630069989784146e-04
3.703406813627255212e-01,4.342457207365530542e-04
3.747494989979960334e-01,4.423440429354294143e-04
3.791583166332666011e-01,4.492845261370577935e-04
3.835671342685371132e-01,4.557636290006516198e-04
3.879759519038076809e-01,4.624778101854249714e-04
3.923847695390781931e-01,4.700145946711342649e-04
3.967935871743487608e-01,4.784414927318664528e-04
4.012024048096192730e-01,4.876710181856838211e-04
4.056112224448898407e-01,4.976156582555126776e-04
4.100200400801603529e-01,5.081698491683166565e-04
4.144288577154309205e-01,5.190698106140467392e-04
4.188376753507014327e-01,5.299698263869235529e-04
4.232464929859720004e-01,5.405234889360304449e-04
4.276553106212425681e-01,5.504015777849468986e-04
4.320641282565130803e-01,5.595846411144989605e-04
4.364729458917836480e-01,5.683218238668278363e-04
4.408817635270541602e-01,5.768711711429965437e-04
4.452905811623247279e-01,5.854880838088625215e-04
4.496993987975952400e-01,5.942971428127178475e-04
4.541082164328658077e-01,6.032347236573942263e-04
4.585170340681363199e-01,6.122226024293930943e-04
4.629258517034068876e-01,6.211826605065402665e-04
4.673346693386773998e-01,6.300717046488280623e-04
4.717434869739479675e-01,6.389318149009140264e-04
4.761523046092184797e-01,6.478178418157274450e-04
4.805611222444890474e-01,6.567846359461978209e-04
4.849699398797595595e-01,6.659505769702371092e-04
4.893787575150301272e-01,6.757081330473768428e-04
4.937875751503006949e-01,6.865236737203253775e-04
4.981963927855712071e-01,6.988635696307026130e-04
5.026052104208417193e-01,7.130526542679951852e-04
5.070140280561122870e-01,7.283053107794103991e-04
5.114228456913828547e-01,7.433118477128444453e-04
5.158316633266534224e-01,7.567594808887275707e-04
5.202404809619238790e-01,7.674186155099857161e-04
5.246492985971944467e-01,7.753643158652146926e-04
5.290581162324650144e-01,7.817075204338370595e-04
5.334669338677355821e-01,7.875877016534718351e-04
5.378757515030060388e-01,7.941305021812176046e-04
5.422845691382766065e-01,8.019075630319114903e-04
5.466933867735471742e-01,8.107612419695982330e-04
5.511022044088177418e-01,8.204841781225695506e-04
5.555110220440881985e-01,8.308688702482355760e-04
5.599198396793587662e-01,8.416786857696724944e-04
5.643286573146293339e-01,8.526123016449825261e-04
5.687374749498999016e-01,8.633596889233798900e-04
5.731462925851704693e-01,8.736108187678120465e-04
5.775551102204409259e-01,8.832521938013871083e-04
5.819639278557114936e-01,8.929368735730513432e-04
5.863727454909820613e-01,9.035047858178170280e-04
5.907815631262526290e-01,9.157958582706963307e-04
5.951903807615230857e-01,9.304634426784046466e-04
5.995991983967936534e-01,9.468470307051451420e-04
6.040080160320642211e-01,9.637217639313605099e-04
6.084168336673347888e-01,9.798606071873057922e-04
6.128256513026052454e-01,9.941270008967009308e-04
6.172344689378758131e-01,1.006627605704627469e-03
6.216432865731463808e-01,1.018372544100283952e-03
6.260521042084169485e-01,1.030392284328437080e-03
6.304609218436874052e-01,1.043689708725527906e-03
6.348697394789579729e-01,1.058356342952956712e-03
6.392785571142285406e-01,1.073385384840652669e-03
6.436873747494991083e-01,1.087704643398810676e-03
6.480961923847696760e-01,1.100246053379551900e-03
6.525050100200401326e-01,1.110522054316827149e-03
6.569138276553107003e-01,1.119219117181200580e-03
6.613226452905812680e-01,1.127165341927764165e-03
6.657314629258518357e-01,1.135188820622727839e-03
6.701402805611222924e-01,1.143997347825840508e-03
6.745490981963928601e-01,1.153874412278428890e-03
6.789579158316634278e-01,1.165010000909286929e-03
6.833667334669339954e-01,1.177594100647208356e-03
6.877755511022044521e-01,1.191697426535744467e-03
6.921843687374750198e-01,1.206635124844355729e-03
6.965931863727455875e-01,1.221427371978942196e-03
7.010020040080161552e-01,1.235093669209075566e-03
7.054108216432866119e-01,1.246760636799486375e-03
7.098196392785571796e-01,1.256852182856524336e-03
7.142284569138277472e-01,1.266654562312832018e-03
7.186372745490983149e-01,1.277469587401970424e-03
7.230460921843688826e-01,1.290548086963050779e-03
7.274549098196393393e-01,1.305730507887407433e-03
7.318637274549099070e-01,1.321300626254730010e-03
7.362725450901804747e-01,1.335461887620560412e-03
7.406813627254510424e-01,1.346430816495695080e-03
7.450901803607214990e-01,1.353745834279646183e-03
7.494989979959920667e-01,1.359383219281699818e-03
7.539078156312626344e-01,1.365582083407088261e-03
7.583166332665332021e-01,1.374581255131200391e-03
7.627254509018036588e-01,1.387805339360400876e-03
7.671342685370742265e-01,1.404079866397012861e-03
